id,question_id,option_text,is_correct
176,44,place the probe on the patient's toe.,FALSE
177,45,Millimeters of mercury,TRUE
178,45,Beats per minute,FALSE
179,45,Milligrams per deciliter,FALSE
180,45,Atmospheric pressure,FALSE
181,46,diastolic blood pressure.,FALSE
182,46,systolic blood pressure.,TRUE
183,46,central venous pressure.,FALSE
184,46,pulse pressure.,FALSE
185,47,complete,FALSE
186,47,repeated,FALSE
187,47,accurate,TRUE
188,47,unbiased,FALSE
189,48,only if the pulse rate changes.,FALSE
190,48,at least every 15 minutes.,FALSE
191,48,only if the patient gets worse.,FALSE
192,48,at least every 5 minutes.,TRUE
193,49,Noisy breathing,FALSE
194,49,Shallow breathing,TRUE
195,49,Labored breathing,FALSE
196,49,Normal breathing,FALSE
197,50,30 mmHg beyond the point where the pulse disappears,TRUE
198,50,Until the Velcro starts to crackle,FALSE
199,50,Until the gauge reads 200 mmHg,FALSE
200,50,Until the patient says it hurts,FALSE
201,51,Worst-case scenarios,FALSE
202,51,Differentials,FALSE
203,51,Red flags,TRUE
204,51,All of these,FALSE
205,52,Orthopnea,FALSE
206,52,Crepitation,TRUE
207,52,Rhonchi,FALSE
208,52,Edema,FALSE
209,53,Pulse and respiratory rate,FALSE
210,53,"Patient's ability to know person, place, time, and purpose",TRUE
211,53,List of allergies,FALSE
212,53,Last oral intake,FALSE
213,54,It allows you to treat the patient during diagnosis.,FALSE
214,54,It slows the process of diagnosis.,FALSE
215,54,It provides a more accurate diagnosis.,FALSE
216,54,It speeds up the process of diagnosis.,TRUE
217,55,Constantly reassess the patient to make sure you are correct.,FALSE
218,55,"Ask your partner her opinion; if she also agrees that it is asthma, the diagnosis is correct.",FALSE
219,55,Think of all possible causes of respiratory distress and rule them in or out as potential diagnoses based on your clinical findings.,TRUE
220,55,Keep your EMT textbook with you on the ambulance and review it to confirm your diagnosis.,FALSE
221,56,The EMT must rule in or out the most serious conditions associated with the patient's presentation.,TRUE
222,56,The EMT must perform a patient assessment to begin the process of forming a diagnosis.,FALSE
223,56,The EMT does not have time to form a differential diagnosis and must rely on prior experience when treating a patient.,FALSE
224,56,"Due to the limited time spent with the patient, the EMT must rely on a differential diagnosis.",FALSE
225,57,Are you having pain anywhere beside your chest?,TRUE
226,57,Does anything make the pain better or worse?,FALSE
227,57,Are you having pain in your arm?,FALSE
228,57,Are you experiencing any other symptoms?,FALSE
229,58,Are you having pain anywhere beside your chest?,FALSE
230,58,Can you describe how the pain in your chest feels?,TRUE
231,58,"On a scale of 0 to 10, with 10 being the worst, how would you rate your level of pain?",FALSE
232,58,Does anything make the pain worse?,FALSE
233,59,Palpate the patient's abdomen for tenderness and guarding.,FALSE
234,59,Perform a physical examination.,FALSE
235,59,Take the patient's roommate aside and ask about the patient's medical history.,FALSE
236,59,Ask the patient to describe the pain and find out if she has other complaints.,TRUE
237,60,The emergency physician is concerned with scene safety.,FALSE
238,60,Time is available in the emergency department to make a diagnosis.,FALSE
239,60,An EMT's focus is on life threats first.,FALSE
240,60,The EMT is working with limited resources.,TRUE
241,61,Skull,FALSE
242,61,Abdominal,FALSE
243,61,Spine,TRUE
244,61,Cardiac,FALSE
245,62,Deformity,FALSE
246,62,Abrasion,FALSE
247,62,Contusion,TRUE
248,62,Laceration,FALSE
249,63,His signs,FALSE
250,63,His symptoms,TRUE
251,63,His syndrome,FALSE
252,63,His diagnosis,FALSE
253,64,Tracheostomy,FALSE
254,64,Pneumothorax,FALSE
255,64,Stoma,TRUE
256,64,Crepitation,FALSE
257,65,Questioning about any other complaints or areas of pain,FALSE
258,65,Detailed physical exam,TRUE
259,65,"Providing emotional support, if necessary",FALSE
260,65,Secondary assessment,FALSE
261,66,Why were you in such a hurry?,FALSE
262,66,How much fuel is in your car?,FALSE
263,66,How fast was the vehicle going?,TRUE
264,66,Have you been in a crash before?,FALSE
265,67,Palpate the painful area last.,TRUE
266,67,Do not palpate the painful area.,FALSE
267,67,Palpate the painful area first.,FALSE
268,67,Palpate the area at the beginning and end of the exam.,FALSE
269,68,Tension pneumothorax,FALSE
270,68,Flutter segment,FALSE
271,68,Intercostal retractions,FALSE
272,68,Paradoxical motion,TRUE
273,69,High blood pressure,FALSE
274,69,Blood loss,TRUE
275,69,Blood collecting around the heart in the pericardial sac,FALSE
276,69,Closed head injury,FALSE
277,70,Seat belt use by the vehicle occupants,TRUE
278,70,Deformity of the interior compartment of the vehicle,FALSE
279,70,Collisions that occur at night,FALSE
280,70,A vehicle without air bags,FALSE
281,71,increase the flow rate of the nasal cannula to 4 liters per minute.,FALSE
282,71,switch your patient to a nonrebreather mask at 15 liters per minute.,TRUE
283,71,assist the patient's breathing with a bag-valve mask.,FALSE
284,71,call medical direction for orders to administer his inhaler.,FALSE
285,72,Averaging,FALSE
286,72,Analysis,FALSE
287,72,Trending,TRUE
288,72,Critical thinking,FALSE
289,73,Shake her to keep her awake.,FALSE
290,73,Assist her with using her metered-dose inhaler.,FALSE
291,73,Ask your partner to pull over and wait for ALS backup.,FALSE
292,73,Begin ventilating her with a bag-valve mask.,TRUE
293,74,15 minutes,TRUE
294,74,30 minutes,FALSE
295,74,10 minutes,FALSE
296,74,5 minutes,FALSE
297,75,Increase the amount of oxygen being delivered to the patient.,FALSE
298,75,Place the patient in the recovery position.,FALSE
299,75,Assist ventilations with a bag-valve-mask device.,FALSE
300,75,Suction the airway.,TRUE
301,76,primary assessment.,FALSE
302,76,primary and secondary assessment.,FALSE
303,76,secondary assessment.,FALSE
304,76,reassessment.,TRUE
305,77,remove him from the long spine board.,FALSE
306,77,reassess him every 5 minutes.,TRUE
307,77,call medical direction for orders.,FALSE
308,77,spinal immobilize him.,FALSE
309,78,wait and let the hospital staff reassess the bleeding.,FALSE
310,78,take another set of vital signs to see if her blood pressure has dropped.,FALSE
311,78,"in a reassuring tone, explain what you need to do.",TRUE
312,78,ask her to check herself to see if she is still bleeding.,FALSE
313,79,Every 5 minutes,TRUE
314,79,Every 10 minutes,FALSE
315,79,Every 15 minutes,FALSE
316,79,Every 30 minutes,FALSE
317,80,Patient with a gunshot wound,FALSE
318,80,Patient having difficulty breathing,FALSE
319,80,All patients should be reassessed,TRUE
320,80,Patient with chest pain,FALSE
321,81,Inaccurate recording of times and mileage,FALSE
322,81,Patient refusal of treatment and transport,TRUE
323,81,Failing to get the receiving physician's signature on the patient care report,FALSE
324,81,Failure to document all of a patient's medications on the patient care report,FALSE
325,82,Listen to the frequency first to avoid stepping on another transmission.,TRUE
326,82,Speak loudly to convey the urgency of the message.,FALSE
327,82,Interrupt less-urgent radio traffic to get your message across.,FALSE
328,82,"Use the phrase, ""Attention, attention, I have priority traffic.""",FALSE
329,83,Pertinent past illnesses,FALSE
330,83,Pertinent physical exam findings,FALSE
331,83,Name of the patient's health insurance provider,TRUE
332,83,Major past illnesses of the patient,FALSE
333,84,Document any pertinent information that was said by the stepmother and child exactly in quotations.,TRUE
334,84,Document only the actual exam findings. Do not document anything that was said.,FALSE
335,84,Document what was said as well as your opinion that the child was too afraid to tell the truth.,FALSE
336,84,Document who you suspect caused the injuries in the narrative so that law enforcement has a record of the incident.,FALSE
337,85,Ask the patient if it is alright with her if you provide the individual with a copy of the prehospital care report.,FALSE
338,85,Get permission from medical control.,FALSE
339,85,Provide the documentation if the individual shows proper identification.,FALSE
340,85,State that you are unable to comply with the request due to patient confidentiality.,TRUE
341,86,Mr.Smith,TRUE
342,86,Sir,FALSE
343,86,Smitty,FALSE
344,86,Joe,FALSE
345,87,"""It doesn't matter, we have to do it anyway.""",FALSE
346,87,"""If you're stressed out like this, it's going to hurt a lot more.""",FALSE
347,87,"""Relax, this is not a painful procedure.""",FALSE
348,87,"""I will do my best, but it may hurt while we put the splint on.""",TRUE
349,88,Stand behind the patient's chair.,FALSE
350,88,Stand next to the chair.,FALSE
351,88,Sit or kneel at the same level as the patient.,TRUE
352,88,Sit on the floor at the patient's feet.,FALSE
353,89,Estimated time of arrival,FALSE
354,89,Patient's response to medical care provided,FALSE
355,89,Address at which the patient was located,TRUE
356,89,Unit identification,FALSE
357,90,"Tell the patient he will soon become unconscious without the mask, and then you will be able to place it on him.",FALSE
358,90,"Tell the patient the mask is for his benefit, and you will restrain him if necessary to place it on him.",FALSE
359,90,Document that the patient was uncooperative and refused oxygen.,FALSE
360,90,"Explain the importance of oxygen, and ask the patient to at least try to leave the mask on, but assure him that if he can't tolerate it, you can try another method.",TRUE
